Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing
,Essex,Brady Primary School,Mixed,Havering,,RM13 9XA,11,4,Wennington Road,Rainham,Community School,553052,181755
,Essex,Scotts Primary School,Mixed,Havering,,RM12 6TH,11,4,Bonington Road,Hornchurch,Community School,553545,185156
,Essex,Broadford Primary School,Mixed,Havering,Harold Hill,RM3 8JS,11,3,Faringdon Avenue,Romford,Community School,553971,191548
,Essex,Newtons Primary School,Mixed,Havering,,RM13 8QR,11,3,Lowen Road,Rainham,Community School,550692,183278
,Essex,Pyrgo Priory Primary School,Mixed,Havering,Harold Hill,RM3 9RT,11,3,Settle Road,Romford,Community School,555019,192476
,Essex,Nelmes Primary School,Mixed,Havering,,RM11 3BX,11,4,Wingletye Lane,Hornchurch,Community School,554864,189070
,Essex,Mead Primary School,Mixed,Havering,Harold Hill,RM3 9JD,11,3,Amersham Road,Romford,Community School,554608,191769
,Essex,Rainham Village Primary School,Mixed,Havering,,RM13 9AA,11,3,Upminster Road South,Rainham,Community School,552430,182359
,Essex,Hilldene Primary School,Mixed,Havering,,RM3 7DU,11,3,Grange Road,Romford,Community School,552977,191609
,Essex,Pinewood Primary School,Mixed,Havering,Collier Row,RM5 2TX,11,3,Thistledene Avenue,Romford,Community School,549795,192411
,Essex,Dame Tipping Church of England Primary School,Mixed,Havering,Havering-atte-Bower,RM4 1PS,11,4,North Road,Romford,Voluntary Controlled School,551162,193382
,Essex,St Edward's Church of England Voluntary Aided Primary School,Mixed,Havering,,RM1 4BT,11,3,Havering Drive,Romford,Voluntary Aided School,551124,189480
,Essex,St Mary's Catholic Primary School,Mixed,Havering,,RM12 4TL,11,4,Hornchurch Road,Hornchurch,Voluntary Aided School,552326,187377
,Essex,La Salette Catholic Primary School,Mixed,Havering,,RM13 8SP,11,4,Dunedin Road,Rainham,Voluntary Aided School,552102,182754
,Essex,St Patrick's Catholic Primary School,Mixed,Havering,Collier Row,RM5 2AP,11,4,Lowshoe Lane,Romford,Voluntary Aided School,549636,190807
,Essex,St Ursula's Catholic Junior School,Mixed,Havering,,RM3 7JS,11,7,Straight Road,Romford,Voluntary Aided School,553024,191942
,Essex,St Ursula's Catholic Infant School,Mixed,Havering,,RM3 7JS,7,5,Straight Road,Romford,Voluntary Aided School,553024,191942
,Essex,St Joseph's Catholic Primary School,Mixed,Havering,,RM14 2QB,11,4,115 St Mary's Lane,Upminster,Voluntary Aided School,555976,186572
,Essex,St Peter's Catholic Primary School,Mixed,Havering,,RM1 4JA,11,4,Dorset Avenue,Romford,Voluntary Aided School,551046,189566
,Essex,St Alban's Catholic Primary School,Mixed,Havering,,RM12 5LN,11,4,Heron Flight Avenue,Hornchurch,Voluntary Aided School,552574,184346
,Essex,The Sanders Draper School and Specialist Science College,Mixed,Havering,,RM12 6RT,16,11,Suttons Lane,Hornchurch,Foundation School,553667,185762
,Essex,"The Chafford School, A Specialist Business and Enterprise College",Mixed,Havering,,RM13 9XD,16,11,Lambs Lane South,Rainham,Foundation School,553087,181922
,Essex,The Royal Liberty School,Boys,Havering,,RM2 6HJ,16,11,Upper Brentwood Road,Romford,Foundation School,553212,189729
,Essex,Gaynes School,Mixed,Havering,,RM14 3UX,16,11,Brackendale Gardens,Upminster,Community School,556274,185453
,Essex,Marshalls Park School,Mixed,Havering,,RM1 4EH,16,11,Pettits Lane,Romford,Foundation School,551408,190187
,Essex,Gidea Park College,Mixed,Havering,Gidea Park,RM2 5JR,11,2,2 Balgores Lane,Romford,Other Independent School,552488,189757
,Essex,Goodrington School,Mixed,Havering,Emerson Park,RM11 2JT,11,2,17 Walden Road,Hornchurch,Other Independent School,553677,188104
,Essex,St Mary's Hare Park School,Mixed,Havering,Gidea Park,RM2 6HH,11,2,South Drive,Romford,Other Independent School,553088,189702
,Essex,Raphael Independent School,Mixed,Havering,,RM11 1XY,16,4,Park Lane,Hornchurch,Other Independent School,552065,188037
,Essex,Immanuel School,Mixed,Havering,Havering Road,RM1 4HR,16,3,Havering Grange Centre,Romford,Other Independent School,550883,192249
Corbets Tey,Essex,Oakfields Montessori School,Mixed,Havering,Harwood Hall Lane,RM14 2YG,11,2,Harwood Hall,Upminster,Other Independent School,556024,184888
,Essex,Corbets Tey School,Mixed,Havering,,RM14 2YQ,16,4,Harwood Hall Lane,Upminster,Foundation Special School,556057,184996
,Essex,Dycorts School,Mixed,Havering,Harold Hill,RM3 9YA,16,4,Settle Road,Romford,Community Special School,555075,192641
Harold Hill,Essex,Ravensbourne School,Mixed,Havering,Faringdon Avenue,RM3 8HN,19,2,Neave Crescent,Romford,Community Special School,553748,190796
,,McMillan Nursery School,Mixed,Hillingdon,,UB3 2PB,5,3,Judge Heath Lane,Hayes,LA Nursery School,508547,181007
,,Hillingdon Tuition Centre,Mixed,Hillingdon,Yiewsley,UB7 8HJ,16,11,Providence Road,West Drayton,Pupil Referral Unit,506465,180317
,,Bourne Primary School,Mixed,Hillingdon,South Ruislip,HA4 6UJ,11,3,Cedar Avenue,Ruislip,Community School,511334,184924
,,Breakspear Junior School,Mixed,Hillingdon,,UB10 8JA,11,7,Bushey Road,Ickenham,Community School,507406,186808
,,Colham Manor Primary School,Mixed,Hillingdon,Hillingdon,UB8 3PT,11,3,Violet Avenue,Uxbridge,Community School,507071,181457
,,Coteford Infant School,Mixed,Hillingdon,Eastcote,HA5 2HX,7,5,Fore Street,Pinner,Community School,510186,188456
,Middlesex,Deanesfield Primary School,Mixed,Hillingdon,,HA4 0LR,11,3,Queen's Walk,Ruislip,Community School,511664,185752
,,Field End Junior School,Mixed,Hillingdon,Eastcote,HA4 9PQ,11,7,Field End Road,Ruislip,Community School,511795,186560
,Middlesex,Field End Infant School,Mixed,Hillingdon,Eastcote,HA4 9PQ,7,3,Field End Road,Ruislip,Community School,511795,186560
,,Glebe Primary School,Mixed,Hillingdon,Ickenham,UB10 8PH,11,3,Sussex Road,Uxbridge,Community School,508488,185552
,,Harefield Junior School,Mixed,Hillingdon,Harefield,UB9 6BJ,11,7,Park Lane,Uxbridge,Community School,505112,190547
,,Harefield Infant School,Mixed,Hillingdon,Harefield,UB9 6BT,7,3,High Street,Uxbridge,Community School,505050,190544
,,Harlyn Primary School,Mixed,Hillingdon,,HA5 2DR,11,3,Tolcarne Drive,Pinner,Community School,510753,189845
,,Harmondsworth Primary School,Mixed,Hillingdon,Harmondsworth,UB7 0AU,11,3,School Road,West Drayton,Community School,505655,177525
,,Heathrow Primary School,Mixed,Hillingdon,Sipson,UB7 0JQ,11,4,Harmondsworth Lane,West Drayton,Community School,506988,177916
,,Lady Bankes Junior School,Mixed,Hillingdon,Ruislip Manor,HA4 9SF,11,7,Dawlish Drive,Ruislip,Community School,510453,186919
,,Lady Bankes Infant School,Mixed,Hillingdon,,HA4 9SF,7,3,Dawlish Drive,Ruislip,Community School,510453,186919
,,Laurel Lane Primary School,Mixed,Hillingdon,,UB7 7TX,11,3,Laurel Lane,West Drayton,Community School,506047,178913
,,Minet Junior School,Mixed,Hillingdon,,UB3 3NR,11,7,Avondale Drive,Hayes,Community School,510563,180360
,,Minet Nursery and Infant School,Mixed,Hillingdon,,UB3 3NR,7,3,Avondale Drive,Hayes,Community School,510563,180360
,,Newnham Junior School,Mixed,Hillingdon,,HA4 9RW,11,7,Newnham Avenue,Ruislip,Community School,511440,187433
,,Newnham Infant and Nursery School,Mixed,Hillingdon,,HA4 9RW,7,3,Newnham Avenue,Ruislip,Community School,511440,187433
,,Ryefield Primary School,Mixed,Hillingdon,Hillingdon,UB10 9DE,11,5,Ryefield Avenue,Uxbridge,Community School,508478,183834
,,West Drayton Primary School,Mixed,Hillingdon,,UB7 9EA,11,3,Kingston Lane,West Drayton,Community School,506530,179594
,,Whitehall Junior School,Mixed,Hillingdon,,UB8 2LX,11,7,Cowley Road,Uxbridge,Community School,505413,183387
,,Whiteheath Junior School,Mixed,Hillingdon,,HA4 7PR,11,7,Whiteheath Avenue,Ruislip,Community School,508248,187992
,,William Byrd School,Mixed,Hillingdon,Harlington,UB3 5EW,11,3,Victoria Lane,Hayes,Community School,508532,177907
,,Yeading Junior School,Mixed,Hillingdon,,UB4 0NR,11,7,Carlyon Road,Hayes,Community School,511190,181608
,,Yeading Infant and Nursery School,Mixed,Hillingdon,Yeading Lane,UB4 0NR,7,3,Carlyon Road,Hayes,Community School,511203,181551
,Middlesex,Hermitage Primary School,Mixed,Hillingdon,,UB8 1RB,11,3,Belmont Road,Uxbridge,Community School,505909,184499
,,Brookside Primary School,Mixed,Hillingdon,,UB4 9LW,11,5,Perth Avenue,Hayes,Community School,511435,182524
,,Highfield Primary School,Mixed,Hillingdon,Hillingdon,UB10 0DB,11,3,Charville Lane West,Uxbridge,Community School,507941,182886
,,Rabbsfarm Primary School,Mixed,Hillingdon,Yiewsley,UB7 8AH,11,4,Gordon Road,West Drayton,Community School,506026,180857
,,Warrender Primary School,Mixed,Hillingdon,,HA4 8QG,11,3,Old Hatch Manor,Ruislip,Community School,509964,187686
,,Breakspear Infant and Nursery School,Mixed,Hillingdon,Ickenham,UB10 8JA,7,3,Bushey Road,Uxbridge,Community School,507406,186808
,,Whitehall Infant School,Mixed,Hillingdon,,UB8 2LX,7,3,Cowley Road,Uxbridge,Community School,505413,183387
,,Whiteheath Infant and Nursery School,Mixed,Hillingdon,,HA4 7RF,7,3,Ladygate Lane,Ruislip,Community School,508115,188074
,,Frithwood Primary School,Mixed,Hillingdon,,HA6 3NJ,11,3,Carew Road,Northwood,Community School,509709,191703
,,Ruislip Gardens Primary School,Mixed,Hillingdon,,HA4 6PD,11,3,Stafford Road,Ruislip,Community School,509599,185939
,,Bishop Winnington-Ingram CofE Primary School,Mixed,Hillingdon,,HA4 7LW,11,4,Southcote Rise,Ruislip,Voluntary Aided School,508573,187712
,,Holy Trinity CofE Primary School,Mixed,Hillingdon,,HA6 2RH,11,3,Rickmansworth Road,Northwood,Voluntary Aided School,508306,191749
,,Dr Triplett's CofE Primary School,Mixed,Hillingdon,,UB3 2JQ,11,3,Hemmen Lane,Hayes,Voluntary Aided School,509973,181078
,,St Swithun Wells Catholic Primary School,Mixed,Hillingdon,South Ruislip,HA4 9HS,11,3,Hunters Hill,Ruislip,Voluntary Aided School,511551,186256
,,Botwell House Catholic Primary School,Mixed,Hillingdon,,UB3 2AB,11,4,Botwell Lane,Hayes,Voluntary Aided School,509698,179936
,,St Bernadette Catholic Primary School,Mixed,Hillingdon,Hillingdon,UB10 0EH,11,3,160 Long Lane,Uxbridge,Voluntary Aided School,507524,183487
,,St Catherine Catholic Primary School,Mixed,Hillingdon,,UB7 7NX,11,3,Money Lane,West Drayton,Voluntary Aided School,505676,179425
,,St Mary's Catholic Primary School,Mixed,Hillingdon,,UB8 2UA,11,3,Rockingham Close,Uxbridge,Voluntary Aided School,505028,183848
,,Sacred Heart Catholic Primary School,Mixed,Hillingdon,,HA4 6EZ,11,3,Herlwyn Avenue,Ruislip,Voluntary Aided School,509289,186608
,,Oak Farm Infant School,Mixed,Hillingdon,Hillingdon,UB10 9PD,7,5,Windsor Avenue,Uxbridge,Foundation School,507730,183934
,,Oak Farm Junior School,Mixed,Hillingdon,Hillingdon,UB10 9PD,11,7,Windsor Avenue,Uxbridge,Foundation School,507730,183934
,,Grange Park Junior School,Mixed,Hillingdon,,UB4 8SF,11,7,Lansbury Drive,Hayes,Foundation School,509872,182060
,,Grange Park Infant and Nursery School,Mixed,Hillingdon,,UB4 8SF,7,3,Lansbury Drive,Hayes,Foundation School,509872,182060
,Middlesex,Hillside Infant School,Mixed,Hillingdon,,HA6 1RX,7,3,Northwood Way,Northwood,Foundation School,510151,191063
,,Hillside Junior School,Mixed,Hillingdon,,HA6 1RX,11,7,Northwood Way,Northwood,Foundation School,510151,191063
,,Charville Primary School,Mixed,Hillingdon,,UB4 8LF,11,3,Bury Avenue,Hayes,Foundation School,509118,183116
,,St Andrew's CofE Primary School,Mixed,Hillingdon,,UB8 2BX,11,3,Nursery Waye,Uxbridge,Voluntary Aided School,505861,183737
,Middlesex,Hayes Park School,Mixed,Hillingdon,,UB4 8BE,11,3,Raynton Drive,Hayes,Foundation School,509632,182266
,Middlesex,Abbotsfield School,Boys,Hillingdon,Hillingdon,UB10 0EX,18,11,Clifton Gardens,Uxbridge,Foundation School,507810,183194
,,Harlington Community School,Mixed,Hillingdon,Harlington,UB3 1PB,18,11,Pinkwell Lane,Hayes,Foundation School,508630,178733
,Middlesex,Northwood College,Girls,Hillingdon,,HA6 2YE,19,3,Maxwell Road,Northwood,Other Independent School,508952,191284
,,St Helen's School,Girls,Hillingdon,,HA6 3AS,18,3,Eastbury Road,Northwood,Other Independent School,509320,191707
,,St Martin's School,Boys,Hillingdon,,HA6 2DJ,12,3,40 Moor Park Road,Northwood,Other Independent School,508553,192044
,,The Hall School,Mixed,Hillingdon,Rickmansworth Road,HA6 2RB,7,1,The Grange,Northwood,Other Independent School,508556,191591
,,St Helen's College,Mixed,Hillingdon,Hillingdon,UB10 9JX,11,3,Parkway,Uxbridge,Other Independent School,507494,184058
,,St John's School,Boys,Hillingdon,Wieland Road,HA6 3QY,13,2,Potter Street Hill,Northwood,Other Independent School,510553,191554
,,ACS Hillingdon International School,Mixed,Hillingdon,Hillingdon,UB10 0BE,19,4,108 Vine Lane,Uxbridge,Other Independent School,506849,183830
,,Chantry School,Mixed,Hillingdon,Yiewsley,UB7 8AB,16,11,Falling Lane,West Drayton,Foundation Special School,506128,180976
,,Meadow High School,Mixed,Hillingdon,Hillingdon,UB8 3QU,19,11,Royal Lane,Uxbridge,Community Special School,506516,181711
,Middlesex,RNIB Sunshine House School and Children's Home,Mixed,Hillingdon,,HA6 2DD,11,2,33 Dene Road,Northwood,Non-Maintained Special School,508649,191759
,,Pield Heath House RC School,Mixed,Hillingdon,,UB8 3NW,19,7,Pield Heath Road,Uxbridge,Non-Maintained Special School,506469,182099
,,Hedgewood School,Mixed,Hillingdon,,UB4 8NF,11,5,Weymouth Road,Hayes,Community Special School,509342,182941
,,Alexandra Junior School,Mixed,Hounslow,,TW3 4DU,11,7,Denbigh Road,Hounslow,Community School,513950,176295
,,Alexandra Nursery and Infant School,Mixed,Hounslow,,TW3 4DU,7,3,Denbigh Road,Hounslow,Community School,513950,176295
,,Belmont Primary School,Mixed,Hounslow,Chiswick,W4 5UL,11,3,Belmont Road,London,Community School,520690,178592
,,Cardinal Road Infant and Nursery School,Mixed,Hounslow,,TW13 5AL,7,3,Cardinal Road,Feltham,Community School,510779,173152
,,Cavendish Primary School,Mixed,Hounslow,Chiswick,W4 2RG,11,3,Edensor Road,London,Community School,521106,177281
,,Feltham Hill Junior School,Mixed,Hounslow,,TW13 4QP,11,7,Ashford Road,Feltham,Community School,509695,172161
,,Feltham Hill Infant and Nursery School,Mixed,Hounslow,Lower Feltham,TW13 4LZ,7,3,Bedfont Road,Feltham,Community School,509664,172324
,,Grove Park Primary School,Mixed,Hounslow,Chiswick,W4 3JN,11,3,Nightingale Close,London,Community School,520137,177597
,,Victoria Junior School,Mixed,Hounslow,,TW13 4AQ,11,7,Victoria Road,Feltham,Community School,510709,173046
,,Hounslow Heath Junior School,Mixed,Hounslow,Cambridge Road,TW4 7BD,11,7,Selwyn Close,Hounslow,Community School,512374,175491
,,Hounslow Heath Infant and Nursery School,Mixed,Hounslow,,TW4 7HE,7,3,Martindale Road,Hounslow,Community School,512200,175494
,,Hounslow Town Primary School,Mixed,Hounslow,,TW3 1SR,11,3,Pears Road,Hounslow,Community School,514456,175843
,,Isleworth Town Primary School,Mixed,Hounslow,,TW7 6AB,11,3,Twickenham Road,Isleworth,Community School,516139,176282
,,Lionel Primary School,Mixed,Hounslow,,TW8 9QT,11,3,Lionel Road North,Brentford,Community School,518405,178577
,,Marlborough Primary School,Mixed,Hounslow,,TW7 5XA,11,3,London Road,Isleworth,Community School,516229,176881
,,Norwood Green Junior School,Mixed,Hounslow,,UB2 5RN,11,7,Thorncliffe Road,Southall,Community School,512552,178345
,,Norwood Green Infant and Nursery School,Mixed,Hounslow,,UB2 5RN,7,3,Thorncliffe Road,Southall,Community School,512552,178345
,Middlesex,Southville Junior School,Mixed,Hounslow,,TW14 9NP,11,7,Bedfont Lane,Feltham,Community School,509787,173406
,,Southville Infant and Nursery School,Mixed,Hounslow,,TW14 9NP,7,3,Bedfont Lane,Feltham,Community School,509787,173406
,,Sparrow Farm Infant and Nursery School,Mixed,Hounslow,,TW14 0DB,7,3,Denham Road,Feltham,Community School,511139,173878
,,Spring Grove Primary School,Mixed,Hounslow,,TW7 4HB,11,3,Star Road,Isleworth,Community School,514791,176242
,,Springwell Junior School,Mixed,Hounslow,Heston,TW5 0AG,11,7,Vicarage Farm Road,Hounslow,Community School,512360,177029
,Middlesex,Springwell Infant and Nursery School,Mixed,Hounslow,Heston,TW5 9EF,7,3,Speart Lane,Hounslow,Community School,512230,177125
,,Strand-on-the-Green Junior School,Mixed,Hounslow,Chiswick,W4 3NX,11,7,Thames Road,London,Community School,519493,177903
,,Strand-on-the-Green Infant and Nursery School,Mixed,Hounslow,Chiswick,W4 3NX,7,3,Thames Road,London,Community School,519493,177903
,,Wellington Primary School,Mixed,Hounslow,,TW3 4LB,11,3,Sutton Lane,Hounslow,Community School,512823,176312
,,Worple Primary School,Mixed,Hounslow,,TW7 7DB,11,3,Queens Terrace,Isleworth,Community School,516484,175406
,,Sparrow Farm Junior School,Mixed,Hounslow,,TW14 0DG,11,7,Sparrow Farm Drive,Feltham,Community School,511338,173818
,,Oriel Primary School,Mixed,Hounslow,Hanworth,TW13 6QQ,11,3,Hounslow Road,Feltham,Community School,511993,172056
,,Ivybridge Primary School,Mixed,Hounslow,Mogden Lane,TW7 7QB,11,3,Summerwood Road,Isleworth,Community School,515922,174346
,,Westbrook Primary,Mixed,Hounslow,Heston,TW5 0NB,11,3,Westbrook Road,Hounslow,Community School,512929,177231
,,Edward Pauling Primary School,Mixed,Hounslow,,TW13 4TQ,11,3,Redford Close,Feltham,Community School,509447,172812
,,The Smallberry Green Primary School,Mixed,Hounslow,,TW7 5BF,11,3,Turnpike Way,Isleworth,Community School,516226,176513
,,Grove Road Primary School,Mixed,Hounslow,,TW3 3QQ,11,3,Cromwell Road,Hounslow,Community School,513110,175201
,,Beavers Community Primary School,Mixed,Hounslow,,TW4 6HR,11,3,Arundel Road,Hounslow,Community School,511171,175731
,,Berkeley Primary School,Mixed,Hounslow,Heston,TW5 9HQ,11,3,Cranford Lane,Hounslow,Community School,511896,177485
,,The Blue School CofE Primary,Mixed,Hounslow,,TW7 6RQ,11,3,North Street,Isleworth,Voluntary Aided School,516442,175825
,,St Paul's CofE Primary School,Mixed,Hounslow,,TW8 0PN,11,3,St Paul's Road,Brentford,Voluntary Aided School,517794,177567
,,Our Lady and St John's RC Primary School,Mixed,Hounslow,,TW8 9JF,11,3,Boston Park Road,Brentford,Voluntary Aided School,517184,178195
,,St Lawrence RC Primary School,Mixed,Hounslow,,TW13 4FF,11,3,Victoria Road,Feltham,Voluntary Aided School,510644,173014
,,"St Mary's RC Primary School, Isleworth",Mixed,Hounslow,,TW7 7EE,11,3,South Street,Isleworth,Voluntary Aided School,516294,175817
,,"St Mary's RC Primary School ,Chiswick",Mixed,Hounslow,Chiswick,W4 2DF,11,3,Duke Road,London,Voluntary Aided School,521077,178004
,,St Michael and St Martin RC Primary School,Mixed,Hounslow,,TW4 7AG,11,3,Belgrave Road,Hounslow,Voluntary Aided School,512686,175478
,,Hounslow Manor School,Mixed,Hounslow,,TW3 1NE,18,11,Prince Regent Road,Hounslow,Community School,514089,175937
